Field ID,Description,Category,Type
25498,Weighted-mean FA in tract forceps major,dMRI weighted means,
25499,Weighted-mean FA in tract forceps minor,dMRI weighted means,
25500,Weighted-mean FA in tract inferior fronto-occipital fasciculus (left),dMRI weighted means,
25501,Weighted-mean FA in tract inferior fronto-occipital fasciculus (right),dMRI weighted means,
25502,Weighted-mean FA in tract inferior longitudinal fasciculus (left),dMRI weighted means,
25503,Weighted-mean FA in tract inferior longitudinal fasciculus (right),dMRI weighted means,
25505,Weighted-mean FA in tract medial lemniscus (left),dMRI weighted means,
25506,Weighted-mean FA in tract medial lemniscus (right),dMRI weighted means,
25504,Weighted-mean FA in tract middle cerebellar peduncle,dMRI weighted means,
25494,Weighted-mean FA in tract parahippocampal part of cingulum (left),dMRI weighted means,
25495,Weighted-mean FA in tract parahippocampal part of cingulum (right),dMRI weighted means,
25507,Weighted-mean FA in tract posterior thalamic radiation (left),dMRI weighted means,
25508,Weighted-mean FA in tract posterior thalamic radiation (right),dMRI weighted means,
25509,Weighted-mean FA in tract superior longitudinal fasciculus (left),dMRI weighted means,
25510,Weighted-mean FA in tract superior longitudinal fasciculus (right),dMRI weighted means,
25511,Weighted-mean FA in tract superior thalamic radiation (left),dMRI weighted means,
25512,Weighted-mean FA in tract superior thalamic radiation (right),dMRI weighted means,
25513,Weighted-mean FA in tract uncinate fasciculus (left),dMRI weighted means,
25514,Weighted-mean FA in tract uncinate fasciculus (right),dMRI weighted means,
25650,Weighted-mean ICVF in tract acoustic radiation (left),dMRI weighted means,
25651,Weighted-mean ICVF in tract acoustic radiation (right),dMRI weighted means,
25652,Weighted-mean ICVF in tract anterior thalamic radiation (left),dMRI weighted means,
25653,Weighted-mean ICVF in tract anterior thalamic radiation (right),dMRI weighted means,
25654,Weighted-mean ICVF in tract cingulate gyrus part of cingulum (left),dMRI weighted means,
25655,Weighted-mean ICVF in tract cingulate gyrus part of cingulum (right),dMRI weighted means,
25658,Weighted-mean ICVF in tract corticospinal tract (left),dMRI weighted means,
25659,Weighted-mean ICVF in tract corticospinal tract (right),dMRI weighted means,
25660,Weighted-mean ICVF in tract forceps major,dMRI weighted means,
25661,Weighted-mean ICVF in tract forceps minor,dMRI weighted means,
25662,Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (left),dMRI weighted means,
25663,Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (right),dMRI weighted means,
25664,Weighted-mean ICVF in tract inferior longitudinal fasciculus (left),dMRI weighted means,
25665,Weighted-mean ICVF in tract inferior longitudinal fasciculus (right),dMRI weighted means,
25667,Weighted-mean ICVF in tract medial lemniscus (left),dMRI weighted means,
25668,Weighted-mean ICVF in tract medial lemniscus (right),dMRI weighted means,
25666,Weighted-mean ICVF in tract middle cerebellar peduncle,dMRI weighted means,
25656,Weighted-mean ICVF in tract parahippocampal part of cingulum (left),dMRI weighted means,
25657,Weighted-mean ICVF in tract parahippocampal part of cingulum (right),dMRI weighted means,
25669,Weighted-mean ICVF in tract posterior thalamic radiation (left),dMRI weighted means,
25670,Weighted-mean ICVF in tract posterior thalamic radiation (right),dMRI weighted means,
25671,Weighted-mean ICVF in tract superior longitudinal fasciculus (left),dMRI weighted means,
25672,Weighted-mean ICVF in tract superior longitudinal fasciculus (right),dMRI weighted means,
25673,Weighted-mean ICVF in tract superior thalamic radiation (left),dMRI weighted means,
25674,Weighted-mean ICVF in tract superior thalamic radiation (right),dMRI weighted means,
25675,Weighted-mean ICVF in tract uncinate fasciculus (left),dMRI weighted means,
25676,Weighted-mean ICVF in tract uncinate fasciculus (right),dMRI weighted means,
25704,Weighted-mean ISOVF in tract acoustic radiation (left),dMRI weighted means,
25705,Weighted-mean ISOVF in tract acoustic radiation (right),dMRI weighted means,
25706,Weighted-mean ISOVF in tract anterior thalamic radiation (left),dMRI weighted means,
25707,Weighted-mean ISOVF in tract anterior thalamic radiation (right),dMRI weighted means,
25708,Weighted-mean ISOVF in tract cingulate gyrus part of cingulum (left),dMRI weighted means,
25709,Weighted-mean ISOVF in tract cingulate gyrus part of cingulum (right),dMRI weighted means,
25712,Weighted-mean ISOVF in tract corticospinal tract (left),dMRI weighted means,
25713,Weighted-mean ISOVF in tract corticospinal tract (right),dMRI weighted means,
25714,Weighted-mean ISOVF in tract forceps major,dMRI weighted means,
25715,Weighted-mean ISOVF in tract forceps minor,dMRI weighted means,
25716,Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (left),dMRI weighted means,
25717,Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (right),dMRI weighted means,
25718,Weighted-mean ISOVF in tract inferior longitudinal fasciculus (left),dMRI weighted means,
25719,Weighted-mean ISOVF in tract inferior longitudinal fasciculus (right),dMRI weighted means,
25721,Weighted-mean ISOVF in tract medial lemniscus (left),dMRI weighted means,
25722,Weighted-mean ISOVF in tract medial lemniscus (right),dMRI weighted means,
25720,Weighted-mean ISOVF in tract middle cerebellar peduncle,dMRI weighted means,
25710,Weighted-mean ISOVF in tract parahippocampal part of cingulum (left),dMRI weighted means,
25711,Weighted-mean ISOVF in tract parahippocampal part of cingulum (right),dMRI weighted means,
25723,Weighted-mean ISOVF in tract posterior thalamic radiation (left),dMRI weighted means,
25724,Weighted-mean ISOVF in tract posterior thalamic radiation (right),dMRI weighted means,
25725,Weighted-mean ISOVF in tract superior longitudinal fasciculus (left),dMRI weighted means,
25726,Weighted-mean ISOVF in tract superior longitudinal fasciculus (right),dMRI weighted means,
25727,Weighted-mean ISOVF in tract superior thalamic radiation (left),dMRI weighted means,
25728,Weighted-mean ISOVF in tract superior thalamic radiation (right),dMRI weighted means,
25729,Weighted-mean ISOVF in tract uncinate fasciculus (left),dMRI weighted means,
25730,Weighted-mean ISOVF in tract uncinate fasciculus (right),dMRI weighted means,
25569,Weighted-mean L1 in tract acoustic radiation (left),dMRI weighted means,
25570,Weighted-mean L1 in tract acoustic radiation (right),dMRI weighted means,
25571,Weighted-mean L1 in tract anterior thalamic radiation (left),dMRI weighted means,
25572,Weighted-mean L1 in tract anterior thalamic radiation (right),dMRI weighted means,
25573,Weighted-mean L1 in tract cingulate gyrus part of cingulum (left),dMRI weighted means,
25574,Weighted-mean L1 in tract cingulate gyrus part of cingulum (right),dMRI weighted means,
25577,Weighted-mean L1 in tract corticospinal tract (left),dMRI weighted means,
25578,Weighted-mean L1 in tract corticospinal tract (right),dMRI weighted means,
25579,Weighted-mean L1 in tract forceps major,dMRI weighted means,
25580,Weighted-mean L1 in tract forceps minor,dMRI weighted means,
25581,Weighted-mean L1 in tract inferior fronto-occipital fasciculus (left),dMRI weighted means,
25582,Weighted-mean L1 in tract inferior fronto-occipital fasciculus (right),dMRI weighted means,
25583,Weighted-mean L1 in tract inferior longitudinal fasciculus (left),dMRI weighted means,
25584,Weighted-mean L1 in tract inferior longitudinal fasciculus (right),dMRI weighted means,
25586,Weighted-mean L1 in tract medial lemniscus (left),dMRI weighted means,
25587,Weighted-mean L1 in tract medial lemniscus (right),dMRI weighted means,
25585,Weighted-mean L1 in tract middle cerebellar peduncle,dMRI weighted means,
25575,Weighted-mean L1 in tract parahippocampal part of cingulum (left),dMRI weighted means,
25576,Weighted-mean L1 in tract parahippocampal part of cingulum (right),dMRI weighted means,
25588,Weighted-mean L1 in tract posterior thalamic radiation (left),dMRI weighted means,
25589,Weighted-mean L1 in tract posterior thalamic radiation (right),dMRI weighted means,
25590,Weighted-mean L1 in tract superior longitudinal fasciculus (left),dMRI weighted means,
25591,Weighted-mean L1 in tract superior longitudinal fasciculus (right),dMRI weighted means,
25592,Weighted-mean L1 in tract superior thalamic radiation (left),dMRI weighted means,
25593,Weighted-mean L1 in tract superior thalamic radiation (right),dMRI weighted means,
25594,Weighted-mean L1 in tract uncinate fasciculus (left),dMRI weighted means,
25595,Weighted-mean L1 in tract uncinate fasciculus (right),dMRI weighted means,
25596,Weighted-mean L2 in tract acoustic radiation (left),dMRI weighted means,
25597,Weighted-mean L2 in tract acoustic radiation (right),dMRI weighted means,
25598,Weighted-mean L2 in tract anterior thalamic radiation (left),dMRI weighted means,
25599,Weighted-mean L2 in tract anterior thalamic radiation (right),dMRI weighted means,
25600,Weighted-mean L2 in tract cingulate gyrus part of cingulum (left),dMRI weighted means,
25601,Weighted-mean L2 in tract cingulate gyrus part of cingulum (right),dMRI weighted means,
25604,Weighted-mean L2 in tract corticospinal tract (left),dMRI weighted means,
25605,Weighted-mean L2 in tract corticospinal tract (right),dMRI weighted means,
25606,Weighted-mean L2 in tract forceps major,dMRI weighted means,
25607,Weighted-mean L2 in tract forceps minor,dMRI weighted means,
25608,Weighted-mean L2 in tract inferior fronto-occipital fasciculus (left),dMRI weighted means,
25609,Weighted-mean L2 in tract inferior fronto-occipital fasciculus (right),dMRI weighted means,
25610,Weighted-mean L2 in tract inferior longitudinal fasciculus (left),dMRI weighted means,
25611,Weighted-mean L2 in tract inferior longitudinal fasciculus (right),dMRI weighted means,
25613,Weighted-mean L2 in tract medial lemniscus (left),dMRI weighted means,
25614,Weighted-mean L2 in tract medial lemniscus (right),dMRI weighted means,
25612,Weighted-mean L2 in tract middle cerebellar peduncle,dMRI weighted means,
25602,Weighted-mean L2 in tract parahippocampal part of cingulum (left),dMRI weighted means,
25603,Weighted-mean L2 in tract parahippocampal part of cingulum (right),dMRI weighted means,
25615,Weighted-mean L2 in tract posterior thalamic radiation (left),dMRI weighted means,
25616,Weighted-mean L2 in tract posterior thalamic radiation (right),dMRI weighted means,
25617,Weighted-mean L2 in tract superior longitudinal fasciculus (left),dMRI weighted means,
25618,Weighted-mean L2 in tract superior longitudinal fasciculus (right),dMRI weighted means,
25619,Weighted-mean L2 in tract superior thalamic radiation (left),dMRI weighted means,
25620,Weighted-mean L2 in tract superior thalamic radiation (right),dMRI weighted means,
25621,Weighted-mean L2 in tract uncinate fasciculus (left),dMRI weighted means,
25622,Weighted-mean L2 in tract uncinate fasciculus (right),dMRI weighted means,
25623,Weighted-mean L3 in tract acoustic radiation (left),dMRI weighted means,
25624,Weighted-mean L3 in tract acoustic radiation (right),dMRI weighted means,
25625,Weighted-mean L3 in tract anterior thalamic radiation (left),dMRI weighted means,
25626,Weighted-mean L3 in tract anterior thalamic radiation (right),dMRI weighted means,
25627,Weighted-mean L3 in tract cingulate gyrus part of cingulum (left),dMRI weighted means,
25628,Weighted-mean L3 in tract cingulate gyrus part of cingulum (right),dMRI weighted means,
25631,Weighted-mean L3 in tract corticospinal tract (left),dMRI weighted means,
25632,Weighted-mean L3 in tract corticospinal tract (right),dMRI weighted means,
25633,Weighted-mean L3 in tract forceps major,dMRI weighted means,
25634,Weighted-mean L3 in tract forceps minor,dMRI weighted means,
25635,Weighted-mean L3 in tract inferior fronto-occipital fasciculus (left),dMRI weighted means,
25636,Weighted-mean L3 in tract inferior fronto-occipital fasciculus (right),dMRI weighted means,
25637,Weighted-mean L3 in tract inferior longitudinal fasciculus (left),dMRI weighted means,
25638,Weighted-mean L3 in tract inferior longitudinal fasciculus (right),dMRI weighted means,
25640,Weighted-mean L3 in tract medial lemniscus (left),dMRI weighted means,
25641,Weighted-mean L3 in tract medial lemniscus (right),dMRI weighted means,
25639,Weighted-mean L3 in tract middle cerebellar peduncle,dMRI weighted means,
25629,Weighted-mean L3 in tract parahippocampal part of cingulum (left),dMRI weighted means,
25630,Weighted-mean L3 in tract parahippocampal part of cingulum (right),dMRI weighted means,
25642,Weighted-mean L3 in tract posterior thalamic radiation (left),dMRI weighted means,
25643,Weighted-mean L3 in tract posterior thalamic radiation (right),dMRI weighted means,
25644,Weighted-mean L3 in tract superior longitudinal fasciculus (left),dMRI weighted means,
25645,Weighted-mean L3 in tract superior longitudinal fasciculus (right),dMRI weighted means,
25646,Weighted-mean L3 in tract superior thalamic radiation (left),dMRI weighted means,
25647,Weighted-mean L3 in tract superior thalamic radiation (right),dMRI weighted means,
25648,Weighted-mean L3 in tract uncinate fasciculus (left),dMRI weighted means,
25649,Weighted-mean L3 in tract uncinate fasciculus (right),dMRI weighted means,
